Call Id,Agent,Date,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,AvgCallDuration(s),MonthName,Time
ID2622,Becky,15-Feb-21,Technical Support,Y,Y,120,,1,165,2,
ID2687,Greg,16-Feb-21,Technical Support,Y,Y,36,,1,207,2,
ID2845,Jim,19-Feb-21,Technical Support,Y,Y,63,,1,227,2,
ID2850,Jim,19-Feb-21,Technical Support,Y,Y,109,,1,44,2,
ID2870,Dan,19-Feb-21,Technical Support,Y,Y,88,,1,55,2,
ID2899,Diane,20-Feb-21,Technical Support,Y,Y,63,,1,287,2,
ID2950,Becky,21-Feb-21,Technical Support,Y,Y,71,,1,229,2,
ID2981,Stewart,21-Feb-21,Technical Support,Y,Y,27,,1,247,2,
ID3126,Becky,24-Feb-21,Technical Support,Y,Y,68,,1,108,2,
ID3152,Martha,24-Feb-21,Technical Support,Y,Y,84,,1,109,2,
ID3183,Dan,25-Feb-21,Technical Support,Y,Y,81,,1,126,2,
ID3223,Greg,26-Feb-21,Technical Support,Y,Y,41,,1,184,2,
ID3251,Greg,26-Feb-21,Technical Support,Y,Y,122,,1,275,2,
ID3264,Dan,26-Feb-21,Technical Support,Y,Y,64,,1,319,2,
ID3383,Joe,28-Feb-21,Technical Support,Y,Y,34,,1,205,2,
ID3452,Becky,1-Mar-21,Technical Support,Y,Y,37,,1,74,3,
ID3533,Diane,3-Mar-21,Technical Support,Y,Y,72,,1,133,3,
ID3559,Becky,3-Mar-21,Technical Support,Y,Y,100,,1,33,3,
ID3608,Stewart,4-Mar-21,Technical Support,Y,Y,92,,1,267,3,
ID3652,Jim,5-Mar-21,Technical Support,Y,Y,115,,1,289,3,
ID3656,Stewart,5-Mar-21,Technical Support,Y,Y,75,,1,203,3,
ID3856,Diane,8-Mar-21,Technical Support,Y,Y,43,,1,219,3,
ID3864,Martha,9-Mar-21,Technical Support,Y,Y,88,,1,171,3,
ID3889,Martha,9-Mar-21,Technical Support,Y,Y,123,,1,302,3,
ID4038,Jim,12-Mar-21,Technical Support,Y,Y,63,,1,175,3,
ID4042,Diane,12-Mar-21,Technical Support,Y,Y,121,,1,247,3,
ID4065,Jim,12-Mar-21,Technical Support,Y,Y,27,,1,168,3,
ID4166,Diane,14-Mar-21,Technical Support,Y,Y,98,,1,177,3,
ID4184,Stewart,15-Mar-21,Technical Support,Y,Y,89,,1,239,3,
ID4285,Becky,17-Mar-21,Technical Support,Y,Y,93,,1,321,3,
ID4377,Stewart,18-Mar-21,Technical Support,Y,Y,119,,1,154,3,
ID4473,Stewart,20-Mar-21,Technical Support,Y,Y,100,,1,317,3,
ID4557,Martha,22-Mar-21,Technical Support,Y,Y,37,,1,32,3,
ID4582,Jim,22-Mar-21,Technical Support,Y,Y,115,,1,289,3,
ID4589,Martha,22-Mar-21,Technical Support,Y,Y,124,,1,379,3,
ID4597,Dan,23-Mar-21,Technical Support,Y,Y,53,,1,35,3,
ID4652,Jim,24-Mar-21,Technical Support,Y,Y,107,,1,179,3,
ID4689,Jim,24-Mar-21,Technical Support,Y,Y,59,,1,367,3,
ID4782,Dan,26-Mar-21,Technical Support,Y,Y,44,,1,164,3,
ID4864,Becky,28-Mar-21,Technical Support,Y,Y,79,,1,202,3,
ID4873,Stewart,28-Mar-21,Technical Support,Y,Y,27,,1,178,3,
ID4895,Stewart,29-Mar-21,Technical Support,Y,Y,122,,1,341,3,
ID4919,Joe,29-Mar-21,Technical Support,Y,Y,84,,1,158,3,
ID0102,Martha,2-Jan-21,Technical Support,Y,N,79,,1,331,1,
ID0108,Becky,2-Jan-21,Contract related,Y,N,55,,1,152,1,
ID0160,Becky,3-Jan-21,Streaming,Y,N,86,,1,337,1,
ID0572,Martha,10-Jan-21,Admin Support,Y,N,15,,1,183,1,
ID0576,Jim,10-Jan-21,Contract related,Y,N,122,,1,168,1,
ID0631,Stewart,11-Jan-21,Streaming,Y,N,47,,1,275,1,
ID0984,Jim,18-Jan-21,Streaming,Y,N,57,,1,250,1,
ID1052,Jim,19-Jan-21,Contract related,Y,N,79,,1,409,1,
ID1224,Joe,22-Jan-21,Technical Support,Y,N,82,,1,302,1,
ID1530,Diane,28-Jan-21,Streaming,Y,N,58,,1,155,1,
ID1538,Joe,28-Jan-21,Streaming,Y,N,96,,1,234,1,
ID1721,Diane,31-Jan-21,Payment related,Y,N,67,,1,58,1,
ID1906,Dan,3-Feb-21,Streaming,Y,N,27,,1,49,2,
ID2033,Martha,5-Feb-21,Payment related,Y,N,48,,1,100,2,
ID2067,Jim,5-Feb-21,Payment related,Y,N,74,,1,162,2,
ID2076,Stewart,5-Feb-21,Admin Support,Y,N,39,,1,136,2,
ID2219,Martha,8-Feb-21,Streaming,Y,N,111,,1,319,2,
ID2442,Joe,12-Feb-21,Contract related,Y,N,55,,1,254,2,
ID2593,Greg,14-Feb-21,Contract related,Y,N,99,,1,414,2,
ID2713,Diane,17-Feb-21,Admin Support,Y,N,17,,1,182,2,
ID2739,Martha,17-Feb-21,Contract related,Y,N,52,,1,290,2,
ID2740,Jim,17-Feb-21,Streaming,Y,N,104,,1,385,2,
ID2812,Martha,18-Feb-21,Streaming,Y,N,120,,1,240,2,
ID2915,Greg,20-Feb-21,Admin Support,Y,N,15,,1,332,2,
ID2928,Greg,20-Feb-21,Payment related,Y,N,44,,1,138,2,
ID2929,Martha,20-Feb-21,Streaming,Y,N,72,,1,153,2,
ID2934,Greg,20-Feb-21,Contract related,Y,N,85,,1,314,2,
ID2985,Diane,21-Feb-21,Admin Support,Y,N,106,,1,130,2,
ID3244,Greg,26-Feb-21,Streaming,Y,N,18,,1,294,2,
ID3432,Dan,1-Mar-21,Streaming,Y,N,88,,1,318,3,
ID3628,Jim,4-Mar-21,Payment related,Y,N,57,,1,297,3,
ID3672,Stewart,5-Mar-21,Streaming,Y,N,74,,1,211,3,
ID3747,Diane,6-Mar-21,Payment related,Y,N,34,,1,233,3,
ID3893,Becky,9-Mar-21,Contract related,Y,N,79,,1,362,3,
ID4023,Martha,12-Mar-21,Contract related,Y,N,32,,1,276,3,
ID4071,Greg,12-Mar-21,Admin Support,Y,N,95,,1,38,3,
ID4302,Joe,17-Mar-21,Streaming,Y,N,45,,1,225,3,
ID4683,Dan,24-Mar-21,Payment related,Y,N,113,,1,234,3,
ID4717,Becky,25-Mar-21,Admin Support,Y,N,70,,1,37,3,
ID4854,Joe,28-Mar-21,Technical Support,Y,N,89,,1,243,3,
ID4940,Joe,29-Mar-21,Technical Support,Y,N,27,,1,408,3,
ID4986,Diane,31-Mar-21,Streaming,Y,N,55,,1,121,3,
ID0034,Jim,1-Jan-21,Payment related,Y,N,53,,2,104,1,
ID0037,Martha,1-Jan-21,Technical Support,Y,N,20,,2,72,1,
ID0175,Stewart,3-Jan-21,Payment related,Y,N,57,,2,361,1,
ID0909,Jim,16-Jan-21,Payment related,Y,N,58,,2,271,1,
ID0942,Diane,17-Jan-21,Streaming,Y,N,113,,2,165,1,
ID1131,Joe,20-Jan-21,Admin Support,Y,N,100,,2,244,1,
ID1235,Becky,23-Jan-21,Payment related,Y,N,112,,2,378,1,
ID1652,Martha,30-Jan-21,Admin Support,Y,N,68,,2,158,1,
ID1677,Joe,30-Jan-21,Payment related,Y,N,68,,2,65,1,
ID1709,Stewart,30-Jan-21,Contract related,Y,N,50,,2,79,1,
ID1815,Greg,1-Feb-21,Technical Support,Y,N,58,,2,139,2,
ID1927,Martha,3-Feb-21,Contract related,Y,N,102,,2,360,2,
ID1993,Joe,4-Feb-21,Payment related,Y,N,72,,2,316,2,
ID2045,Jim,5-Feb-21,Admin Support,Y,N,25,,2,211,2,
ID2179,Diane,7-Feb-21,Technical Support,Y,N,58,,2,91,2,
ID2269,Greg,9-Feb-21,Streaming,Y,N,17,,2,306,2,
ID2298,Jim,9-Feb-21,Streaming,Y,N,36,,2,411,2,
ID2332,Dan,10-Feb-21,Payment related,Y,N,46,,2,368,2,
ID2334,Dan,10-Feb-21,Contract related,Y,N,53,,2,347,2,
ID2679,Diane,16-Feb-21,Streaming,Y,N,55,,2,277,2,
ID2781,Becky,18-Feb-21,Contract related,Y,N,64,,2,369,2,
ID3017,Joe,22-Feb-21,Payment related,Y,N,29,,2,214,2,
ID3226,Jim,26-Feb-21,Streaming,Y,N,98,,2,329,2,
ID3355,Becky,28-Feb-21,Streaming,Y,N,54,,2,330,2,
ID3362,Joe,28-Feb-21,Technical Support,Y,N,115,,2,390,2,
ID3479,Joe,2-Mar-21,Payment related,Y,N,19,,2,385,3,
ID3566,Jim,3-Mar-21,Streaming,Y,N,44,,2,209,3,
ID3876,Becky,9-Mar-21,Streaming,Y,N,63,,2,306,3,
ID3878,Martha,9-Mar-21,Streaming,Y,N,43,,2,117,3,
ID3909,Jim,10-Mar-21,Admin Support,Y,N,115,,2,190,3,
ID4064,Becky,12-Mar-21,Streaming,Y,N,65,,2,127,3,
ID4206,Dan,15-Mar-21,Contract related,Y,N,40,,2,357,3,
ID4254,Dan,16-Mar-21,Contract related,Y,N,38,,2,295,3,
ID4312,Jim,17-Mar-21,Payment related,Y,N,98,,2,359,3,
ID4348,Greg,18-Mar-21,Technical Support,Y,N,83,,2,148,3,
ID4414,Joe,19-Mar-21,Streaming,Y,N,100,,2,92,3,
ID4534,Stewart,21-Mar-21,Payment related,Y,N,98,,2,249,3,
ID4576,Dan,22-Mar-21,Contract related,Y,N,109,,2,366,3,
ID4627,Dan,23-Mar-21,Payment related,Y,N,50,,2,282,3,
ID4748,Dan,26-Mar-21,Payment related,Y,N,59,,2,141,3,
ID4938,Stewart,29-Mar-21,Admin Support,Y,N,26,,2,57,3,
ID0024,Joe,1-Jan-21,Technical Support,Y,Y,68,,2,325,1,
ID0057,Jim,1-Jan-21,Technical Support,Y,Y,48,,2,172,1,
ID0077,Martha,2-Jan-21,Technical Support,Y,Y,33,,2,398,1,
ID0214,Martha,4-Jan-21,Technical Support,Y,Y,77,,2,250,1,
ID0349,Joe,7-Jan-21,Technical Support,Y,Y,40,,2,308,1,
ID0386,Becky,7-Jan-21,Technical Support,Y,Y,35,,2,375,1,
ID0622,Greg,11-Jan-21,Technical Support,Y,Y,21,,2,118,1,
ID0639,Jim,11-Jan-21,Technical Support,Y,Y,120,,2,201,1,
ID0648,Stewart,11-Jan-21,Technical Support,Y,Y,92,,2,147,1,
ID0685,Greg,12-Jan-21,Technical Support,Y,Y,57,,2,212,1,
ID0691,Joe,12-Jan-21,Technical Support,Y,Y,105,,2,181,1,
ID0781,Joe,14-Jan-21,Technical Support,Y,Y,100,,2,324,1,
ID0867,Diane,16-Jan-21,Technical Support,Y,Y,15,,2,69,1,
ID0888,Jim,16-Jan-21,Technical Support,Y,Y,78,,2,297,1,
ID0934,Martha,17-Jan-21,Technical Support,Y,Y,35,,2,187,1,
ID1100,Joe,20-Jan-21,Technical Support,Y,Y,62,,2,109,1,
ID1109,Diane,20-Jan-21,Technical Support,Y,Y,63,,2,290,1,
ID1322,Diane,24-Jan-21,Technical Support,Y,Y,124,,2,189,1,
ID1323,Martha,24-Jan-21,Technical Support,Y,Y,96,,2,270,1,
ID1462,Jim,26-Jan-21,Technical Support,Y,Y,34,,2,258,1,
ID1526,Stewart,28-Jan-21,Technical Support,Y,Y,26,,2,115,1,
ID1590,Jim,29-Jan-21,Technical Support,Y,Y,51,,2,160,1,
ID1641,Greg,30-Jan-21,Technical Support,Y,Y,99,,2,152,1,
ID1676,Becky,30-Jan-21,Technical Support,Y,Y,78,,2,341,1,
ID1692,Stewart,30-Jan-21,Technical Support,Y,Y,71,,2,87,1,
ID1772,Greg,31-Jan-21,Technical Support,Y,Y,121,,2,361,1,
ID1775,Becky,1-Feb-21,Technical Support,Y,Y,44,,2,135,2,
ID1919,Stewart,3-Feb-21,Technical Support,Y,Y,92,,2,291,2,
ID2085,Martha,5-Feb-21,Technical Support,Y,Y,61,,2,192,2,
ID2087,Greg,5-Feb-21,Technical Support,Y,Y,51,,2,63,2,
ID2126,Jim,6-Feb-21,Technical Support,Y,Y,109,,2,186,2,
ID2174,Stewart,7-Feb-21,Technical Support,Y,Y,11,,2,79,2,
ID2251,Joe,9-Feb-21,Technical Support,Y,Y,56,,2,241,2,
ID2291,Stewart,9-Feb-21,Technical Support,Y,Y,101,,2,78,2,
ID2314,Joe,10-Feb-21,Technical Support,Y,Y,94,,2,233,2,
ID2416,Martha,11-Feb-21,Technical Support,Y,Y,114,,2,229,2,
ID2471,Diane,12-Feb-21,Technical Support,Y,Y,43,,2,56,2,
ID2483,Martha,13-Feb-21,Technical Support,Y,Y,88,,2,135,2,
ID2514,Greg,13-Feb-21,Technical Support,Y,Y,91,,2,222,2,
ID2525,Greg,13-Feb-21,Technical Support,Y,Y,96,,2,275,2,
ID2581,Joe,14-Feb-21,Technical Support,Y,Y,107,,2,219,2,
ID2590,Joe,14-Feb-21,Technical Support,Y,Y,45,,2,149,2,
ID2606,Diane,15-Feb-21,Technical Support,Y,Y,69,,2,111,2,
ID2654,Diane,16-Feb-21,Technical Support,Y,Y,82,,2,294,2,
ID2804,Becky,18-Feb-21,Technical Support,Y,Y,93,,2,364,2,
ID2807,Dan,18-Feb-21,Technical Support,Y,Y,39,,2,253,2,
ID3051,Martha,23-Feb-21,Technical Support,Y,Y,48,,2,384,2,
ID3096,Joe,23-Feb-21,Technical Support,Y,Y,118,,2,53,2,
ID3103,Dan,24-Feb-21,Technical Support,Y,Y,85,,2,73,2,
ID3137,Becky,24-Feb-21,Technical Support,Y,Y,33,,2,279,2,
ID3221,Dan,26-Feb-21,Technical Support,Y,Y,101,,2,230,2,
ID3645,Martha,5-Mar-21,Technical Support,Y,Y,104,,2,155,3,
ID3686,Greg,5-Mar-21,Technical Support,Y,Y,116,,2,330,3,
ID3779,Jim,7-Mar-21,Technical Support,Y,Y,29,,2,235,3,
ID4047,Diane,12-Mar-21,Technical Support,Y,Y,117,,2,127,3,
ID4062,Jim,12-Mar-21,Technical Support,Y,Y,19,,2,347,3,
ID4078,Joe,13-Mar-21,Technical Support,Y,Y,115,,2,141,3,
ID4081,Dan,13-Mar-21,Technical Support,Y,Y,123,,2,159,3,
ID4137,Diane,14-Mar-21,Technical Support,Y,Y,35,,2,255,3,
ID4403,Diane,19-Mar-21,Technical Support,Y,Y,97,,2,218,3,
ID4554,Jim,22-Mar-21,Technical Support,Y,Y,72,,2,260,3,
ID4568,Becky,22-Mar-21,Technical Support,Y,Y,109,,2,189,3,
ID4659,Greg,24-Mar-21,Technical Support,Y,Y,119,,2,35,3,
ID4669,Greg,24-Mar-21,Technical Support,Y,Y,38,,2,280,3,
ID4899,Stewart,29-Mar-21,Technical Support,Y,Y,53,,2,334,3,
ID4901,Martha,29-Mar-21,Technical Support,Y,Y,27,,2,419,3,
ID4964,Diane,30-Mar-21,Technical Support,Y,Y,55,,2,324,3,
ID0016,Becky,1-Jan-21,Admin Support,Y,Y,63,,2,326,1,
ID0133,Dan,3-Jan-21,Admin Support,Y,Y,124,,2,53,1,
ID0156,Dan,3-Jan-21,Admin Support,Y,Y,98,,2,277,1,
ID0218,Stewart,4-Jan-21,Admin Support,Y,Y,13,,2,236,1,
ID0227,Stewart,4-Jan-21,Admin Support,Y,Y,82,,2,185,1,
ID0396,Diane,7-Jan-21,Admin Support,Y,Y,86,,2,178,1,
ID0440,Diane,8-Jan-21,Admin Support,Y,Y,55,,2,321,1,
ID0640,Stewart,11-Jan-21,Admin Support,Y,Y,61,,2,266,1,
ID0653,Jim,11-Jan-21,Admin Support,Y,Y,42,,2,218,1,
ID0765,Greg,14-Jan-21,Admin Support,Y,Y,86,,2,200,1,
ID0793,Martha,14-Jan-21,Admin Support,Y,Y,32,,2,252,1,
ID0837,Diane,15-Jan-21,Admin Support,Y,Y,42,,2,259,1,
ID0985,Becky,18-Jan-21,Admin Support,Y,Y,123,,2,350,1,
ID1123,Becky,20-Jan-21,Admin Support,Y,Y,72,,2,251,1,
ID1190,Martha,22-Jan-21,Admin Support,Y,Y,53,,2,77,1,
ID1256,Martha,23-Jan-21,Admin Support,Y,Y,120,,2,252,1,
ID1297,Greg,24-Jan-21,Admin Support,Y,Y,104,,2,335,1,
ID1488,Stewart,27-Jan-21,Admin Support,Y,Y,47,,2,247,1,
ID1498,Dan,27-Jan-21,Admin Support,Y,Y,19,,2,283,1,
ID1503,Jim,27-Jan-21,Admin Support,Y,Y,26,,2,116,1,
ID1555,Dan,28-Jan-21,Admin Support,Y,Y,25,,2,135,1,
ID1564,Greg,28-Jan-21,Admin Support,Y,Y,67,,2,402,1,
ID1743,Stewart,31-Jan-21,Admin Support,Y,Y,123,,2,378,1,
ID1759,Jim,31-Jan-21,Admin Support,Y,Y,50,,2,31,1,
ID1798,Martha,1-Feb-21,Admin Support,Y,Y,60,,2,223,2,
ID1854,Stewart,2-Feb-21,Admin Support,Y,Y,60,,2,94,2,
ID1926,Joe,3-Feb-21,Admin Support,Y,Y,41,,2,213,2,
ID1928,Jim,3-Feb-21,Admin Support,Y,Y,94,,2,77,2,
ID1954,Greg,3-Feb-21,Admin Support,Y,Y,94,,2,233,2,
ID2013,Diane,4-Feb-21,Admin Support,Y,Y,82,,2,365,2,
ID2014,Diane,4-Feb-21,Admin Support,Y,Y,50,,2,319,2,
ID2073,Jim,5-Feb-21,Admin Support,Y,Y,103,,2,131,2,
ID2139,Dan,6-Feb-21,Admin Support,Y,Y,82,,2,145,2,
ID2193,Becky,7-Feb-21,Admin Support,Y,Y,53,,2,234,2,
ID2260,Joe,9-Feb-21,Admin Support,Y,Y,66,,2,293,2,
ID2336,Joe,10-Feb-21,Admin Support,Y,Y,106,,2,153,2,
ID2400,Stewart,11-Feb-21,Admin Support,Y,Y,121,,2,345,2,
ID2653,Greg,16-Feb-21,Admin Support,Y,Y,64,,2,306,2,
ID2680,Martha,16-Feb-21,Admin Support,Y,Y,91,,2,330,2,
ID2857,Stewart,19-Feb-21,Admin Support,Y,Y,109,,2,39,2,
ID2944,Martha,21-Feb-21,Admin Support,Y,Y,74,,2,406,2,
ID3014,Greg,22-Feb-21,Admin Support,Y,Y,28,,2,385,2,
ID3023,Becky,22-Feb-21,Admin Support,Y,Y,114,,2,305,2,
ID3159,Stewart,25-Feb-21,Admin Support,Y,Y,99,,2,252,2,
ID3231,Martha,26-Feb-21,Admin Support,Y,Y,119,,2,226,2,
ID3500,Dan,2-Mar-21,Admin Support,Y,Y,69,,2,219,3,
ID3521,Diane,3-Mar-21,Admin Support,Y,Y,79,,2,217,3,
ID3553,Stewart,3-Mar-21,Admin Support,Y,Y,46,,2,270,3,
ID3567,Martha,4-Mar-21,Admin Support,Y,Y,91,,2,307,3,
ID3689,Becky,5-Mar-21,Admin Support,Y,Y,29,,2,197,3,
ID3776,Greg,7-Mar-21,Admin Support,Y,Y,25,,2,143,3,
ID3785,Becky,7-Mar-21,Admin Support,Y,Y,59,,2,220,3,
ID3788,Martha,7-Mar-21,Admin Support,Y,Y,84,,2,100,3,
ID3810,Jim,8-Mar-21,Admin Support,Y,Y,34,,2,317,3,
ID3990,Joe,11-Mar-21,Admin Support,Y,Y,68,,2,256,3,
ID4001,Joe,11-Mar-21,Admin Support,Y,Y,108,,2,92,3,
ID4004,Diane,11-Mar-21,Admin Support,Y,Y,124,,2,172,3,
ID4014,Dan,11-Mar-21,Admin Support,Y,Y,73,,2,177,3,
ID4016,Jim,11-Mar-21,Admin Support,Y,Y,89,,2,268,3,
ID4054,Stewart,12-Mar-21,Admin Support,Y,Y,105,,2,328,3,
ID4103,Diane,13-Mar-21,Admin Support,Y,Y,11,,2,273,3,
ID4179,Jim,15-Mar-21,Admin Support,Y,Y,38,,2,126,3,
ID4219,Greg,15-Mar-21,Admin Support,Y,Y,83,,2,221,3,
ID4222,Joe,16-Mar-21,Admin Support,Y,Y,80,,2,69,3,
ID4353,Diane,18-Mar-21,Admin Support,Y,Y,47,,2,36,3,
ID4442,Stewart,20-Mar-21,Admin Support,Y,Y,89,,2,217,3,
ID4513,Diane,21-Mar-21,Admin Support,Y,Y,10,,2,201,3,
ID4614,Jim,23-Mar-21,Admin Support,Y,Y,27,,2,388,3,
ID4729,Dan,25-Mar-21,Admin Support,Y,Y,25,,2,248,3,
ID4852,Jim,28-Mar-21,Admin Support,Y,Y,37,,2,64,3,
ID4908,Becky,29-Mar-21,Admin Support,Y,Y,44,,2,153,3,
ID0007,Diane,1-Jan-21,Payment related,Y,Y,24,,2,220,1,
ID0096,Stewart,2-Jan-21,Payment related,Y,Y,113,,2,234,1,
ID0103,Diane,2-Jan-21,Payment related,Y,Y,22,,2,236,1,
ID0162,Greg,3-Jan-21,Payment related,Y,Y,69,,2,93,1,
ID0167,Joe,3-Jan-21,Payment related,Y,Y,84,,2,58,1,
ID0190,Martha,4-Jan-21,Payment related,Y,Y,63,,2,142,1,
ID0193,Dan,4-Jan-21,Payment related,Y,Y,31,,2,403,1,
ID0326,Jim,6-Jan-21,Payment related,Y,Y,44,,2,64,1,
ID0445,Jim,8-Jan-21,Payment related,Y,Y,78,,2,313,1,
ID0546,Jim,10-Jan-21,Payment related,Y,Y,10,,2,272,1,
ID0580,Becky,11-Jan-21,Payment related,Y,Y,110,,2,332,1,
ID0643,Jim,11-Jan-21,Payment related,Y,Y,32,,2,181,1,
ID0842,Greg,15-Jan-21,Payment related,Y,Y,93,,2,145,1,
ID0936,Diane,17-Jan-21,Payment related,Y,Y,97,,2,159,1,
ID0951,Dan,17-Jan-21,Payment related,Y,Y,53,,2,311,1,
ID0956,Stewart,17-Jan-21,Payment related,Y,Y,101,,2,320,1,
ID1040,Becky,19-Jan-21,Payment related,Y,Y,10,,2,191,1,
ID1080,Greg,19-Jan-21,Payment related,Y,Y,93,,2,101,1,
ID1229,Jim,22-Jan-21,Payment related,Y,Y,71,,2,241,1,
ID1250,Stewart,23-Jan-21,Payment related,Y,Y,28,,2,316,1,
ID1261,Greg,23-Jan-21,Payment related,Y,Y,89,,2,94,1,
ID1377,Dan,25-Jan-21,Payment related,Y,Y,80,,2,369,1,
ID1573,Diane,28-Jan-21,Payment related,Y,Y,54,,2,371,1,
ID1599,Stewart,29-Jan-21,Payment related,Y,Y,105,,2,193,1,
ID1619,Diane,29-Jan-21,Payment related,Y,Y,75,,2,258,1,
ID1681,Joe,30-Jan-21,Payment related,Y,Y,33,,2,79,1,
ID1724,Joe,31-Jan-21,Payment related,Y,Y,73,,2,343,1,
ID1818,Dan,1-Feb-21,Payment related,Y,Y,72,,2,174,2,
ID1864,Greg,2-Feb-21,Payment related,Y,Y,21,,2,164,2,
ID1918,Jim,3-Feb-21,Payment related,Y,Y,78,,2,162,2,
ID1929,Martha,3-Feb-21,Payment related,Y,Y,72,,2,308,2,
ID2083,Joe,5-Feb-21,Payment related,Y,Y,12,,2,177,2,
ID2165,Becky,7-Feb-21,Payment related,Y,Y,51,,2,361,2,
ID2253,Greg,9-Feb-21,Payment related,Y,Y,42,,2,164,2,
ID2356,Joe,10-Feb-21,Payment related,Y,Y,23,,2,217,2,
ID2423,Becky,11-Feb-21,Payment related,Y,Y,84,,2,195,2,
ID2429,Dan,11-Feb-21,Payment related,Y,Y,80,,2,332,2,
ID2435,Greg,11-Feb-21,Payment related,Y,Y,91,,2,105,2,
ID2489,Greg,13-Feb-21,Payment related,Y,Y,62,,2,74,2,
ID2546,Jim,14-Feb-21,Payment related,Y,Y,54,,2,137,2,
ID2554,Joe,14-Feb-21,Payment related,Y,Y,70,,2,70,2,
ID2658,Dan,16-Feb-21,Payment related,Y,Y,75,,2,254,2,
ID2722,Martha,17-Feb-21,Payment related,Y,Y,89,,2,33,2,
ID2778,Greg,18-Feb-21,Payment related,Y,Y,86,,2,97,2,
ID2839,Becky,19-Feb-21,Payment related,Y,Y,113,,2,41,2,
ID3028,Becky,22-Feb-21,Payment related,Y,Y,92,,2,86,2,
ID3113,Greg,24-Feb-21,Payment related,Y,Y,65,,2,204,2,
ID3115,Jim,24-Feb-21,Payment related,Y,Y,82,,2,286,2,
ID3191,Martha,25-Feb-21,Payment related,Y,Y,46,,2,186,2,
ID3230,Becky,26-Feb-21,Payment related,Y,Y,97,,2,329,2,
ID3359,Martha,28-Feb-21,Payment related,Y,Y,52,,2,107,2,
ID3410,Becky,1-Mar-21,Payment related,Y,Y,33,,2,144,3,
ID3446,Becky,1-Mar-21,Payment related,Y,Y,31,,2,100,3,
ID3666,Jim,5-Mar-21,Payment related,Y,Y,28,,2,217,3,
ID3710,Dan,6-Mar-21,Payment related,Y,Y,93,,2,398,3,
ID3828,Stewart,8-Mar-21,Payment related,Y,Y,35,,2,236,3,
ID3897,Diane,9-Mar-21,Payment related,Y,Y,81,,2,275,3,
ID3940,Joe,10-Mar-21,Payment related,Y,Y,113,,2,375,3,
ID3979,Greg,11-Mar-21,Payment related,Y,Y,20,,2,272,3,
ID4080,Stewart,13-Mar-21,Payment related,Y,Y,56,,2,367,3,
ID4109,Greg,13-Mar-21,Payment related,Y,Y,107,,2,151,3,
ID4342,Greg,18-Mar-21,Payment related,Y,Y,57,,2,72,3,
ID4383,Becky,19-Mar-21,Payment related,Y,Y,102,,2,327,3,
ID4412,Martha,19-Mar-21,Payment related,Y,Y,99,,2,130,3,
ID4459,Dan,20-Mar-21,Payment related,Y,Y,56,,2,167,3,
ID4476,Stewart,20-Mar-21,Payment related,Y,Y,17,,2,309,3,
ID4679,Stewart,24-Mar-21,Payment related,Y,Y,53,,2,82,3,
ID4745,Dan,26-Mar-21,Payment related,Y,Y,45,,2,340,3,
ID4806,Greg,27-Mar-21,Payment related,Y,Y,40,,2,230,3,
ID4839,Martha,27-Mar-21,Payment related,Y,Y,23,,2,103,3,
ID4884,Greg,28-Mar-21,Payment related,Y,Y,10,,2,152,3,
ID4949,Jim,30-Mar-21,Payment related,Y,Y,92,,2,73,3,
ID0004,Greg,1-Jan-21,Contract related,Y,Y,53,,2,37,1,
ID0065,Jim,2-Jan-21,Contract related,Y,Y,98,,2,385,1,
ID0078,Dan,2-Jan-21,Contract related,Y,Y,51,,2,382,1,
ID0223,Martha,4-Jan-21,Contract related,Y,Y,71,,2,48,1,
ID0276,Diane,5-Jan-21,Contract related,Y,Y,59,,2,364,1,
ID0302,Joe,6-Jan-21,Contract related,Y,Y,110,,2,234,1,
ID0389,Jim,7-Jan-21,Contract related,Y,Y,107,,2,406,1,
ID0571,Stewart,10-Jan-21,Contract related,Y,Y,50,,2,161,1,
ID0616,Greg,11-Jan-21,Contract related,Y,Y,42,,2,368,1,
ID0682,Greg,12-Jan-21,Contract related,Y,Y,15,,2,420,1,
ID0688,Becky,12-Jan-21,Contract related,Y,Y,43,,2,290,1,
ID0724,Diane,13-Jan-21,Contract related,Y,Y,112,,2,417,1,
ID0725,Jim,13-Jan-21,Contract related,Y,Y,40,,2,204,1,
ID0751,Stewart,13-Jan-21,Contract related,Y,Y,12,,2,131,1,
ID0756,Diane,13-Jan-21,Contract related,Y,Y,28,,2,63,1,
ID0771,Becky,14-Jan-21,Contract related,Y,Y,41,,2,243,1,
ID0772,Greg,14-Jan-21,Contract related,Y,Y,53,,2,278,1,
ID0813,Dan,14-Jan-21,Contract related,Y,Y,76,,2,127,1,
ID0814,Joe,14-Jan-21,Contract related,Y,Y,78,,2,93,1,
ID0925,Martha,17-Jan-21,Contract related,Y,Y,125,,2,189,1,
ID0961,Jim,17-Jan-21,Contract related,Y,Y,44,,2,160,1,
ID1056,Stewart,19-Jan-21,Contract related,Y,Y,84,,2,404,1,
ID1108,Greg,20-Jan-21,Contract related,Y,Y,40,,2,322,1,
ID1147,Greg,21-Jan-21,Contract related,Y,Y,55,,2,97,1,
ID1161,Dan,21-Jan-21,Contract related,Y,Y,52,,2,107,1,
ID1241,Jim,23-Jan-21,Contract related,Y,Y,121,,2,169,1,
